,ball_pos0,ball_pos1,ball_vel0,ball_vel1,paddle_2,paddle_1
,226.0,118.0,-3.543122000000002,-1.771561000000001,360.0,128.0
,223.0,117.0,-3.543122000000002,-1.771561000000001,360.0,120.0
,220.0,116.0,-3.543122000000002,-1.771561000000001,360.0,112.0
,217.0,115.0,-3.543122000000002,-1.771561000000001,360.0,112.0
,214.0,114.0,-3.543122000000002,-1.771561000000001,360.0,112.0
,211.0,113.0,-3.543122000000002,-1.771561000000001,360.0,112.0
,208.0,112.0,-3.543122000000002,-1.771561000000001,360.0,112.0
,205.0,111.0,-3.543122000000002,-1.771561000000001,360.0,104.0
,202.0,110.0,-3.543122000000002,-1.771561000000001,360.0,96.0
,199.0,109.0,-3.543122000000002,-1.771561000000001,360.0,96.0
,196.0,108.0,-3.543122000000002,-1.771561000000001,360.0,96.0
,193.0,107.0,-3.543122000000002,-1.771561000000001,360.0,96.0
,190.0,106.0,-3.543122000000002,-1.771561000000001,360.0,96.0
,187.0,105.0,-3.543122000000002,-1.771561000000001,360.0,88.0
,184.0,104.0,-3.543122000000002,-1.771561000000001,360.0,80.0
,181.0,103.0,-3.543122000000002,-1.771561000000001,360.0,80.0
,178.0,102.0,-3.543122000000002,-1.771561000000001,360.0,80.0
,175.0,101.0,-3.543122000000002,-1.771561000000001,360.0,80.0
,172.0,100.0,-3.543122000000002,-1.771561000000001,360.0,80.0
,169.0,99.0,-3.543122000000002,-1.771561000000001,360.0,72.0
,166.0,98.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,163.0,97.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,160.0,96.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,157.0,95.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,154.0,94.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,151.0,93.0,-3.543122000000002,-1.771561000000001,360.0,56.0
,148.0,92.0,-3.543122000000002,-1.771561000000001,360.0,48.0
,145.0,91.0,-3.543122000000002,-1.771561000000001,360.0,40.0
,142.0,90.0,-3.543122000000002,-1.771561000000001,360.0,40.0
,139.0,89.0,-3.543122000000002,-1.771561000000001,360.0,40.0
,136.0,88.0,-3.543122000000002,-1.771561000000001,360.0,40.0
,133.0,87.0,-3.543122000000002,-1.771561000000001,360.0,48.0
,130.0,86.0,-3.543122000000002,-1.771561000000001,360.0,56.0
,127.0,85.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,124.0,84.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,121.0,83.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,118.0,82.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,115.0,81.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,112.0,80.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,109.0,79.0,-3.543122000000002,-1.771561000000001,360.0,72.0
,106.0,78.0,-3.543122000000002,-1.771561000000001,360.0,80.0
,103.0,77.0,-3.543122000000002,-1.771561000000001,360.0,80.0
,100.0,76.0,-3.543122000000002,-1.771561000000001,360.0,80.0
,97.0,75.0,-3.543122000000002,-1.771561000000001,360.0,80.0
,94.0,74.0,-3.543122000000002,-1.771561000000001,360.0,80.0
,91.0,73.0,-3.543122000000002,-1.771561000000001,360.0,80.0
,88.0,72.0,-3.543122000000002,-1.771561000000001,360.0,80.0
,85.0,71.0,-3.543122000000002,-1.771561000000001,360.0,88.0
,82.0,70.0,-3.543122000000002,-1.771561000000001,360.0,96.0
,79.0,69.0,-3.543122000000002,-1.771561000000001,360.0,96.0
,76.0,68.0,-3.543122000000002,-1.771561000000001,360.0,96.0
,73.0,67.0,-3.543122000000002,-1.771561000000001,360.0,96.0
,70.0,66.0,-3.543122000000002,-1.771561000000001,360.0,88.0
,67.0,65.0,-3.543122000000002,-1.771561000000001,360.0,80.0
,64.0,64.0,-3.543122000000002,-1.771561000000001,360.0,72.0
,61.0,63.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,58.0,62.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,55.0,61.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,52.0,60.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,49.0,59.0,-3.543122000000002,-1.771561000000001,360.0,64.0
,46.0,58.0,-3.543122000000002,-1.771561000000001,360.0,56.0
,43.0,57.0,-3.543122000000002,-1.771561000000001,360.0,48.0
,40.0,56.0,-3.543122000000002,-1.771561000000001,360.0,48.0
,37.0,55.0,-3.543122000000002,-1.771561000000001,360.0,48.0
,34.0,54.0,-3.543122000000002,-1.771561000000001,360.0,48.0
,31.0,53.0,-3.543122000000002,-1.771561000000001,360.0,48.0
,28.0,52.0,-3.543122000000002,-1.771561000000001,360.0,48.0
,266.0,324.0,-4.287177620000003,2.1435888100000016,40.0,160.0
,262.0,326.0,-4.287177620000003,2.1435888100000016,40.0,168.0
,258.0,328.0,-4.287177620000003,2.1435888100000016,40.0,176.0
,254.0,330.0,-4.287177620000003,2.1435888100000016,40.0,184.0
,250.0,332.0,-4.287177620000003,2.1435888100000016,40.0,192.0
,246.0,334.0,-4.287177620000003,2.1435888100000016,40.0,200.0
,242.0,336.0,-4.287177620000003,2.1435888100000016,40.0,208.0
,238.0,338.0,-4.287177620000003,2.1435888100000016,40.0,216.0
,234.0,340.0,-4.287177620000003,2.1435888100000016,40.0,216.0
,230.0,342.0,-4.287177620000003,2.1435888100000016,40.0,216.0
,226.0,344.0,-4.287177620000003,2.1435888100000016,40.0,216.0
,222.0,346.0,-4.287177620000003,2.1435888100000016,40.0,216.0
,218.0,348.0,-4.287177620000003,2.1435888100000016,40.0,216.0
,214.0,350.0,-4.287177620000003,2.1435888100000016,40.0,224.0
,210.0,352.0,-4.287177620000003,2.1435888100000016,40.0,232.0
,206.0,354.0,-4.287177620000003,2.1435888100000016,40.0,232.0
,202.0,356.0,-4.287177620000003,2.1435888100000016,40.0,232.0
,198.0,358.0,-4.287177620000003,2.1435888100000016,40.0,232.0
,194.0,360.0,-4.287177620000003,2.1435888100000016,40.0,240.0
,190.0,362.0,-4.287177620000003,2.1435888100000016,40.0,248.0
,186.0,364.0,-4.287177620000003,2.1435888100000016,40.0,248.0
,182.0,366.0,-4.287177620000003,2.1435888100000016,40.0,248.0
,178.0,368.0,-4.287177620000003,2.1435888100000016,40.0,248.0
,174.0,370.0,-4.287177620000003,2.1435888100000016,40.0,248.0
,170.0,372.0,-4.287177620000003,2.1435888100000016,40.0,248.0
,166.0,374.0,-4.287177620000003,2.1435888100000016,40.0,248.0
,162.0,376.0,-4.287177620000003,2.1435888100000016,40.0,256.0
,158.0,378.0,-4.287177620000003,2.1435888100000016,40.0,264.0
,154.0,380.0,-4.287177620000003,2.1435888100000016,40.0,272.0
,150.0,382.0,-4.287177620000003,2.1435888100000016,40.0,272.0
,146.0,380.0,-4.287177620000003,-2.1435888100000016,40.0,272.0
,142.0,378.0,-4.287177620000003,-2.1435888100000016,40.0,272.0
,138.0,376.0,-4.287177620000003,-2.1435888100000016,40.0,272.0
,134.0,374.0,-4.287177620000003,-2.1435888100000016,40.0,272.0
,130.0,372.0,-4.287177620000003,-2.1435888100000016,40.0,280.0
,126.0,370.0,-4.287177620000003,-2.1435888100000016,40.0,288.0
,122.0,368.0,-4.287177620000003,-2.1435888100000016,40.0,296.0
,118.0,366.0,-4.287177620000003,-2.1435888100000016,40.0,304.0
,114.0,364.0,-4.287177620000003,-2.1435888100000016,40.0,312.0
,110.0,362.0,-4.287177620000003,-2.1435888100000016,40.0,320.0
,106.0,360.0,-4.287177620000003,-2.1435888100000016,40.0,328.0
,102.0,358.0,-4.287177620000003,-2.1435888100000016,40.0,328.0
,98.0,356.0,-4.287177620000003,-2.1435888100000016,40.0,328.0
,94.0,354.0,-4.287177620000003,-2.1435888100000016,40.0,328.0
,90.0,352.0,-4.287177620000003,-2.1435888100000016,40.0,328.0
,86.0,350.0,-4.287177620000003,-2.1435888100000016,40.0,328.0
,82.0,348.0,-4.287177620000003,-2.1435888100000016,40.0,328.0
,78.0,346.0,-4.287177620000003,-2.1435888100000016,40.0,328.0
,74.0,344.0,-4.287177620000003,-2.1435888100000016,40.0,320.0
,70.0,342.0,-4.287177620000003,-2.1435888100000016,40.0,312.0
,66.0,340.0,-4.287177620000003,-2.1435888100000016,40.0,312.0
,62.0,338.0,-4.287177620000003,-2.1435888100000016,40.0,312.0
,58.0,336.0,-4.287177620000003,-2.1435888100000016,40.0,312.0
,54.0,334.0,-4.287177620000003,-2.1435888100000016,40.0,312.0
,50.0,332.0,-4.287177620000003,-2.1435888100000016,40.0,312.0
,46.0,330.0,-4.287177620000003,-2.1435888100000016,40.0,312.0
,42.0,328.0,-4.287177620000003,-2.1435888100000016,40.0,312.0
,38.0,326.0,-4.287177620000003,-2.1435888100000016,40.0,312.0
,34.0,324.0,-4.287177620000003,-2.1435888100000016,40.0,312.0
,30.0,322.0,-4.287177620000003,-2.1435888100000016,40.0,312.0
,26.0,320.0,-4.287177620000003,-2.1435888100000016,40.0,312.0
,269.0,116.0,-5.187484920200005,2.5937424601000023,40.0,232.0
,264.0,118.0,-5.187484920200005,2.5937424601000023,40.0,232.0
,259.0,120.0,-5.187484920200005,2.5937424601000023,40.0,224.0
,254.0,122.0,-5.187484920200005,2.5937424601000023,40.0,216.0
,249.0,124.0,-5.187484920200005,2.5937424601000023,40.0,216.0
,244.0,126.0,-5.187484920200005,2.5937424601000023,40.0,216.0
,239.0,128.0,-5.187484920200005,2.5937424601000023,40.0,216.0
,234.0,130.0,-5.187484920200005,2.5937424601000023,40.0,208.0
,229.0,132.0,-5.187484920200005,2.5937424601000023,40.0,208.0
,224.0,134.0,-5.187484920200005,2.5937424601000023,40.0,208.0
,219.0,136.0,-5.187484920200005,2.5937424601000023,40.0,208.0
,214.0,138.0,-5.187484920200005,2.5937424601000023,40.0,200.0
,209.0,140.0,-5.187484920200005,2.5937424601000023,40.0,200.0
,204.0,142.0,-5.187484920200005,2.5937424601000023,40.0,200.0
,199.0,144.0,-5.187484920200005,2.5937424601000023,40.0,200.0
,194.0,146.0,-5.187484920200005,2.5937424601000023,40.0,192.0
,189.0,148.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,184.0,150.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,179.0,152.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,174.0,154.0,-5.187484920200005,2.5937424601000023,40.0,176.0
,169.0,156.0,-5.187484920200005,2.5937424601000023,40.0,168.0
,164.0,158.0,-5.187484920200005,2.5937424601000023,40.0,168.0
,159.0,160.0,-5.187484920200005,2.5937424601000023,40.0,168.0
,154.0,162.0,-5.187484920200005,2.5937424601000023,40.0,168.0
,149.0,164.0,-5.187484920200005,2.5937424601000023,40.0,168.0
,144.0,166.0,-5.187484920200005,2.5937424601000023,40.0,168.0
,139.0,168.0,-5.187484920200005,2.5937424601000023,40.0,176.0
,134.0,170.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,129.0,172.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,124.0,174.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,119.0,176.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,114.0,178.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,109.0,180.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,104.0,182.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,99.0,184.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,94.0,186.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,89.0,188.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,84.0,190.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,79.0,192.0,-5.187484920200005,2.5937424601000023,40.0,184.0
,74.0,194.0,-5.187484920200005,2.5937424601000023,40.0,192.0
,69.0,196.0,-5.187484920200005,2.5937424601000023,40.0,200.0
,64.0,198.0,-5.187484920200005,2.5937424601000023,40.0,200.0
,59.0,200.0,-5.187484920200005,2.5937424601000023,40.0,200.0
,54.0,202.0,-5.187484920200005,2.5937424601000023,40.0,200.0
,49.0,204.0,-5.187484920200005,2.5937424601000023,40.0,200.0
,44.0,206.0,-5.187484920200005,2.5937424601000023,40.0,208.0
,39.0,208.0,-5.187484920200005,2.5937424601000023,40.0,216.0
,34.0,210.0,-5.187484920200005,2.5937424601000023,40.0,216.0
,29.0,212.0,-5.187484920200005,2.5937424601000023,40.0,216.0
,24.0,214.0,-5.187484920200005,2.5937424601000023,40.0,216.0
,268.0,177.0,-6.276856753442007,-3.1384283767210035,100.0,168.0
,262.0,174.0,-6.276856753442007,-3.1384283767210035,95.0,160.0
,256.0,171.0,-6.276856753442007,-3.1384283767210035,90.0,152.0
,250.0,168.0,-6.276856753442007,-3.1384283767210035,85.0,152.0
,244.0,165.0,-6.276856753442007,-3.1384283767210035,80.0,144.0
,238.0,162.0,-6.276856753442007,-3.1384283767210035,75.0,136.0
,232.0,159.0,-6.276856753442007,-3.1384283767210035,70.0,136.0
,226.0,156.0,-6.276856753442007,-3.1384283767210035,65.0,136.0
,220.0,153.0,-6.276856753442007,-3.1384283767210035,60.0,128.0
,214.0,150.0,-6.276856753442007,-3.1384283767210035,55.0,128.0
,208.0,147.0,-6.276856753442007,-3.1384283767210035,50.0,128.0
,202.0,144.0,-6.276856753442007,-3.1384283767210035,45.0,120.0
,196.0,141.0,-6.276856753442007,-3.1384283767210035,40.0,120.0
,190.0,138.0,-6.276856753442007,-3.1384283767210035,40.0,120.0
,184.0,135.0,-6.276856753442007,-3.1384283767210035,40.0,112.0
,178.0,132.0,-6.276856753442007,-3.1384283767210035,40.0,112.0
,172.0,129.0,-6.276856753442007,-3.1384283767210035,40.0,112.0
,166.0,126.0,-6.276856753442007,-3.1384283767210035,40.0,112.0
,160.0,123.0,-6.276856753442007,-3.1384283767210035,40.0,104.0
,154.0,120.0,-6.276856753442007,-3.1384283767210035,40.0,104.0
,148.0,117.0,-6.276856753442007,-3.1384283767210035,40.0,104.0
,142.0,114.0,-6.276856753442007,-3.1384283767210035,40.0,96.0
,136.0,111.0,-6.276856753442007,-3.1384283767210035,40.0,96.0
,130.0,108.0,-6.276856753442007,-3.1384283767210035,40.0,96.0
,124.0,105.0,-6.276856753442007,-3.1384283767210035,40.0,88.0
,118.0,102.0,-6.276856753442007,-3.1384283767210035,40.0,80.0
,112.0,99.0,-6.276856753442007,-3.1384283767210035,40.0,80.0
,106.0,96.0,-6.276856753442007,-3.1384283767210035,40.0,72.0
,100.0,93.0,-6.276856753442007,-3.1384283767210035,40.0,72.0
,94.0,90.0,-6.276856753442007,-3.1384283767210035,40.0,72.0
,88.0,87.0,-6.276856753442007,-3.1384283767210035,40.0,64.0
,82.0,84.0,-6.276856753442007,-3.1384283767210035,40.0,64.0
,76.0,81.0,-6.276856753442007,-3.1384283767210035,40.0,64.0
,70.0,78.0,-6.276856753442007,-3.1384283767210035,40.0,56.0
,64.0,75.0,-6.276856753442007,-3.1384283767210035,40.0,48.0
,58.0,72.0,-6.276856753442007,-3.1384283767210035,40.0,48.0
,52.0,69.0,-6.276856753442007,-3.1384283767210035,40.0,48.0
,46.0,66.0,-6.276856753442007,-3.1384283767210035,40.0,48.0
,40.0,63.0,-6.276856753442007,-3.1384283767210035,40.0,40.0
,34.0,60.0,-6.276856753442007,-3.1384283767210035,40.0,40.0
,28.0,57.0,-6.276856753442007,-3.1384283767210035,40.0,40.0
,266.0,378.0,-7.59499667166483,-3.797498335832415,45.0,96.0
,259.0,375.0,-7.59499667166483,-3.797498335832415,40.0,104.0
,252.0,372.0,-7.59499667166483,-3.797498335832415,40.0,104.0
,245.0,369.0,-7.59499667166483,-3.797498335832415,40.0,104.0
,238.0,366.0,-7.59499667166483,-3.797498335832415,40.0,104.0
,231.0,363.0,-7.59499667166483,-3.797498335832415,40.0,112.0
,224.0,360.0,-7.59499667166483,-3.797498335832415,40.0,112.0
,217.0,357.0,-7.59499667166483,-3.797498335832415,40.0,112.0
,210.0,354.0,-7.59499667166483,-3.797498335832415,40.0,120.0
,203.0,351.0,-7.59499667166483,-3.797498335832415,40.0,128.0
,196.0,348.0,-7.59499667166483,-3.797498335832415,40.0,136.0
,189.0,345.0,-7.59499667166483,-3.797498335832415,40.0,144.0
,182.0,342.0,-7.59499667166483,-3.797498335832415,40.0,152.0
,175.0,339.0,-7.59499667166483,-3.797498335832415,40.0,160.0
,168.0,336.0,-7.59499667166483,-3.797498335832415,40.0,168.0
,161.0,333.0,-7.59499667166483,-3.797498335832415,40.0,176.0
,154.0,330.0,-7.59499667166483,-3.797498335832415,40.0,184.0
,147.0,327.0,-7.59499667166483,-3.797498335832415,40.0,192.0
,140.0,324.0,-7.59499667166483,-3.797498335832415,40.0,200.0
,133.0,321.0,-7.59499667166483,-3.797498335832415,40.0,208.0
,126.0,318.0,-7.59499667166483,-3.797498335832415,40.0,216.0
,119.0,315.0,-7.59499667166483,-3.797498335832415,40.0,224.0
,112.0,312.0,-7.59499667166483,-3.797498335832415,40.0,224.0
,105.0,309.0,-7.59499667166483,-3.797498335832415,40.0,224.0
,98.0,306.0,-7.59499667166483,-3.797498335832415,40.0,224.0
,91.0,303.0,-7.59499667166483,-3.797498335832415,40.0,224.0
,84.0,300.0,-7.59499667166483,-3.797498335832415,40.0,224.0
,77.0,297.0,-7.59499667166483,-3.797498335832415,40.0,224.0
,70.0,294.0,-7.59499667166483,-3.797498335832415,40.0,224.0
,63.0,291.0,-7.59499667166483,-3.797498335832415,40.0,232.0
,56.0,288.0,-7.59499667166483,-3.797498335832415,40.0,240.0
,49.0,285.0,-7.59499667166483,-3.797498335832415,40.0,240.0
,42.0,282.0,-7.59499667166483,-3.797498335832415,40.0,240.0
,35.0,279.0,-7.59499667166483,-3.797498335832415,40.0,240.0
,28.0,276.0,-7.59499667166483,-3.797498335832415,40.0,240.0
,265.0,180.0,-9.189945972714444,4.594972986357222,40.0,232.0
,256.0,184.0,-9.189945972714444,4.594972986357222,40.0,232.0
,247.0,188.0,-9.189945972714444,4.594972986357222,40.0,224.0
,238.0,192.0,-9.189945972714444,4.594972986357222,40.0,216.0
,229.0,196.0,-9.189945972714444,4.594972986357222,40.0,216.0
,220.0,200.0,-9.189945972714444,4.594972986357222,40.0,216.0
,211.0,204.0,-9.189945972714444,4.594972986357222,40.0,216.0
,202.0,208.0,-9.189945972714444,4.594972986357222,40.0,216.0
,193.0,212.0,-9.189945972714444,4.594972986357222,40.0,216.0
,184.0,216.0,-9.189945972714444,4.594972986357222,40.0,216.0
,175.0,220.0,-9.189945972714444,4.594972986357222,40.0,216.0
,166.0,224.0,-9.189945972714444,4.594972986357222,40.0,224.0
,157.0,228.0,-9.189945972714444,4.594972986357222,40.0,232.0
,148.0,232.0,-9.189945972714444,4.594972986357222,40.0,232.0
,139.0,236.0,-9.189945972714444,4.594972986357222,40.0,232.0
,130.0,240.0,-9.189945972714444,4.594972986357222,40.0,232.0
,121.0,244.0,-9.189945972714444,4.594972986357222,40.0,232.0
,112.0,248.0,-9.189945972714444,4.594972986357222,40.0,240.0
,103.0,252.0,-9.189945972714444,4.594972986357222,40.0,248.0
,94.0,256.0,-9.189945972714444,4.594972986357222,40.0,248.0
,85.0,260.0,-9.189945972714444,4.594972986357222,40.0,248.0
,76.0,264.0,-9.189945972714444,4.594972986357222,40.0,248.0
,67.0,268.0,-9.189945972714444,4.594972986357222,40.0,256.0
,58.0,272.0,-9.189945972714444,4.594972986357222,40.0,264.0
,49.0,276.0,-9.189945972714444,4.594972986357222,40.0,264.0
,40.0,280.0,-9.189945972714444,4.594972986357222,40.0,264.0
,31.0,284.0,-9.189945972714444,4.594972986357222,40.0,264.0
,22.0,288.0,-9.189945972714444,4.594972986357222,40.0,264.0
,267.0,178.0,-3.0,-2.0,205.0,264.0
,264.0,176.0,-3.0,-2.0,200.0,264.0
,261.0,174.0,-3.0,-2.0,195.0,264.0
,258.0,172.0,-3.0,-2.0,190.0,264.0
,255.0,170.0,-3.0,-2.0,185.0,264.0
,252.0,168.0,-3.0,-2.0,180.0,264.0
,249.0,166.0,-3.0,-2.0,175.0,264.0
,246.0,164.0,-3.0,-2.0,170.0,264.0
,243.0,162.0,-3.0,-2.0,165.0,264.0
,240.0,160.0,-3.0,-2.0,160.0,264.0
,237.0,158.0,-3.0,-2.0,155.0,264.0
,234.0,156.0,-3.0,-2.0,150.0,264.0
,231.0,154.0,-3.0,-2.0,145.0,264.0
,228.0,152.0,-3.0,-2.0,140.0,264.0
,225.0,150.0,-3.0,-2.0,135.0,264.0
,222.0,148.0,-3.0,-2.0,130.0,264.0
,219.0,146.0,-3.0,-2.0,125.0,256.0
,216.0,144.0,-3.0,-2.0,120.0,248.0
,213.0,142.0,-3.0,-2.0,115.0,240.0
,210.0,140.0,-3.0,-2.0,110.0,232.0
,207.0,138.0,-3.0,-2.0,105.0,224.0
,204.0,136.0,-3.0,-2.0,100.0,216.0
,201.0,134.0,-3.0,-2.0,95.0,208.0
,198.0,132.0,-3.0,-2.0,90.0,200.0
,195.0,130.0,-3.0,-2.0,85.0,192.0
,192.0,128.0,-3.0,-2.0,80.0,184.0
,189.0,126.0,-3.0,-2.0,75.0,176.0
,186.0,124.0,-3.0,-2.0,70.0,176.0
,183.0,122.0,-3.0,-2.0,65.0,176.0
,180.0,120.0,-3.0,-2.0,60.0,176.0
,177.0,118.0,-3.0,-2.0,55.0,176.0
,174.0,116.0,-3.0,-2.0,50.0,168.0
,171.0,114.0,-3.0,-2.0,45.0,160.0
,168.0,112.0,-3.0,-2.0,40.0,160.0
,165.0,110.0,-3.0,-2.0,40.0,160.0
,162.0,108.0,-3.0,-2.0,40.0,160.0
,159.0,106.0,-3.0,-2.0,40.0,152.0
,156.0,104.0,-3.0,-2.0,40.0,144.0
,153.0,102.0,-3.0,-2.0,40.0,144.0
,150.0,100.0,-3.0,-2.0,40.0,144.0
,147.0,98.0,-3.0,-2.0,40.0,136.0
,144.0,96.0,-3.0,-2.0,40.0,136.0
,141.0,94.0,-3.0,-2.0,40.0,136.0
,138.0,92.0,-3.0,-2.0,40.0,128.0
,135.0,90.0,-3.0,-2.0,40.0,120.0
,132.0,88.0,-3.0,-2.0,40.0,120.0
,129.0,86.0,-3.0,-2.0,40.0,120.0
,126.0,84.0,-3.0,-2.0,40.0,112.0
,123.0,82.0,-3.0,-2.0,40.0,104.0
,120.0,80.0,-3.0,-2.0,40.0,104.0
,117.0,78.0,-3.0,-2.0,40.0,104.0
,114.0,76.0,-3.0,-2.0,40.0,104.0
,111.0,74.0,-3.0,-2.0,40.0,96.0
,108.0,72.0,-3.0,-2.0,40.0,96.0
,105.0,70.0,-3.0,-2.0,40.0,96.0
,102.0,68.0,-3.0,-2.0,40.0,88.0
,99.0,66.0,-3.0,-2.0,40.0,80.0
,96.0,64.0,-3.0,-2.0,40.0,80.0
,93.0,62.0,-3.0,-2.0,40.0,80.0
,90.0,60.0,-3.0,-2.0,40.0,72.0
,87.0,58.0,-3.0,-2.0,40.0,72.0
,84.0,56.0,-3.0,-2.0,40.0,72.0
,81.0,54.0,-3.0,-2.0,40.0,72.0
,78.0,52.0,-3.0,-2.0,40.0,64.0
,75.0,50.0,-3.0,-2.0,40.0,64.0
,72.0,48.0,-3.0,-2.0,40.0,64.0
,69.0,46.0,-3.0,-2.0,40.0,64.0
,66.0,44.0,-3.0,-2.0,40.0,56.0
,63.0,42.0,-3.0,-2.0,40.0,56.0
,60.0,40.0,-3.0,-2.0,40.0,48.0
,57.0,38.0,-3.0,-2.0,40.0,40.0
,54.0,36.0,-3.0,-2.0,40.0,40.0
,51.0,34.0,-3.0,-2.0,40.0,40.0
,48.0,32.0,-3.0,-2.0,40.0,40.0
,45.0,30.0,-3.0,-2.0,40.0,40.0
,42.0,28.0,-3.0,-2.0,40.0,40.0
,39.0,26.0,-3.0,-2.0,40.0,40.0
,36.0,24.0,-3.0,-2.0,40.0,40.0
,33.0,22.0,-3.0,-2.0,40.0,40.0
,30.0,20.0,-3.0,-2.0,40.0,40.0
,27.0,22.0,-3.0,2.0,40.0,40.0
